#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.014841, 1.240742
8, 0.014597, 1.233373
8, 0.015277, 1.232474
8, 0.016666, 1.286674
8, 0.016643, 1.248912
8, 0.013126, 1.218656
8, 0.014559, 1.236134
8, 0.014357, 1.295238
8, 0.013911, 1.230880
8, 0.014861, 1.238300
8, 0.014941, 1.228996
8, 0.014141, 1.335768
8, 0.015534, 1.306113
8, 0.015419, 1.221303
8, 0.015365, 1.211989
8, 0.015226, 1.263499
8, 0.042208, 1.211562
8, 0.016258, 1.231180
8, 0.015542, 1.224256
8, 0.015428, 1.238974
8, 0.015620, 1.215020
8, 0.014114, 1.210103
8, 0.017395, 1.238258
8, 0.015238, 1.194892
8, 0.015601, 1.226681
8, 0.014051, 1.224902
8, 0.015378, 1.216875
8, 0.016558, 1.243479
8, 0.016210, 1.224185
8, 0.014530, 1.215017
8, 0.016971, 1.320535
8, 0.016767, 1.292033
8, 0.016421, 1.224648
8, 0.014023, 1.232358
8, 0.016655, 1.236215
8, 0.015547, 1.225561
8, 0.015173, 1.205274
8, 0.015246, 1.213552
8, 0.015150, 1.238792
8, 0.015850, 1.238165
8, 0.015532, 1.233967
8, 0.015892, 1.246020
8, 0.014174, 1.238707
8, 0.015293, 1.232643
8, 0.019139, 1.249285
8, 0.016151, 1.200489
8, 0.014683, 1.219863
8, 0.015526, 1.224166
8, 0.014910, 1.263473
8, 0.014996, 1.400130
8, 0.016501, 1.251088
8, 0.015177, 1.360710
8, 0.016083, 1.352968
8, 0.016651, 1.287608
8, 0.014498, 1.257547
8, 0.013804, 1.271597
8, 0.013787, 1.321013
8, 0.016120, 1.295162
8, 0.016871, 1.251867
8, 0.015243, 1.241480
8, 0.014771, 1.213524
8, 0.014538, 1.248198
8, 0.015335, 1.222368
8, 0.015627, 1.205624
8, 0.015578, 1.224623
8, 0.014850, 1.223271
8, 0.015867, 1.234972
8, 0.014114, 1.262330
8, 0.014962, 1.254803
8, 0.016185, 1.248858
8, 0.015660, 1.244166
8, 0.016320, 1.251569
8, 0.013947, 1.223690
8, 0.016611, 1.229449
8, 0.015203, 1.249658
8, 0.015173, 1.275827
8, 0.015621, 1.272493
8, 0.015422, 1.275298
8, 0.016746, 1.258106
8, 0.015200, 1.233536
8, 0.014851, 1.248417
8, 0.015667, 1.245086
8, 0.014613, 1.293936
8, 0.013918, 1.282448
8, 0.017212, 1.401793
8, 0.017535, 1.325097
8, 0.016666, 1.270785
8, 0.014744, 1.431784
8, 0.023865, 1.356836
8, 0.016704, 1.297294
8, 0.017160, 1.352441
8, 0.018109, 1.397242
8, 0.015588, 1.359361
8, 0.014794, 1.308502
8, 0.016421, 1.267714
8, 0.016721, 1.316973
8, 0.018592, 1.283936
8, 0.016010, 1.307463
8, 0.016498, 1.314198
8, 0.018799, 1.342933
#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.015977, 1.423926
8, 0.017573, 1.393100
8, 0.015977, 1.316168
8, 0.013574, 1.313205
8, 0.015415, 1.281129
8, 0.015534, 1.339096
8, 0.023492, 1.552008
8, 0.017307, 1.322846
8, 0.016758, 1.312546
8, 0.014597, 1.345924
8, 0.020394, 1.321990
8, 0.015593, 1.284828
8, 0.016100, 1.314622
8, 0.017081, 1.330940
8, 0.015801, 1.304497
8, 0.014853, 1.313706
8, 0.042285, 1.312510
8, 0.014606, 1.331139
8, 0.015364, 1.291446
8, 0.016486, 1.296616
8, 0.016317, 1.294350
8, 0.017426, 1.279946
8, 0.016721, 1.354798
8, 0.015700, 1.706467
8, 0.017525, 1.331003
8, 0.015592, 1.307968
8, 0.016098, 1.291264
8, 0.016175, 1.301235
8, 0.016114, 1.292606
8, 0.014514, 1.348811
8, 0.016563, 1.351711
8, 0.016300, 1.348396
8, 0.016235, 1.312853
8, 0.017051, 1.287362
8, 0.016727, 1.356000
8, 0.016394, 1.280028
8, 0.016811, 1.283939
8, 0.016565, 1.321907
8, 0.016062, 1.313008
8, 0.018070, 1.311454
8, 0.015335, 1.418247
8, 0.019484, 1.502873
8, 0.019087, 1.298165
8, 0.018323, 1.298068
8, 0.017653, 1.308983
8, 0.014796, 1.323456
8, 0.016201, 1.323724
8, 0.016677, 1.303201
8, 0.017056, 1.279420
8, 0.016397, 1.292148
8, 0.018158, 1.285969
8, 0.016865, 1.305276
8, 0.016905, 1.320726
8, 0.017494, 1.319312
8, 0.014936, 1.312888
8, 0.016506, 1.287972
8, 0.016265, 1.368567
8, 0.017312, 1.289759
8, 0.015542, 1.566975
8, 0.016855, 1.321737
8, 0.016109, 1.309981
8, 0.016578, 1.307429
8, 0.015033, 1.306704
8, 0.016926, 1.324812
8, 0.016590, 1.297387
8, 0.019359, 1.383454
8, 0.018005, 1.369947
8, 0.018301, 1.315913
8, 0.018111, 1.318502
8, 0.015944, 1.307375
8, 0.017088, 1.286960
8, 0.015113, 1.299151
8, 0.016798, 1.270574
8, 0.017484, 1.290692
8, 0.018197, 1.332066
8, 0.016277, 1.552522
8, 0.019096, 1.427662
8, 0.017603, 1.283198
8, 0.015937, 1.284758
8, 0.017772, 1.275069
8, 0.016634, 1.276182
8, 0.015624, 1.311010
8, 0.018371, 1.322506
8, 0.017136, 1.321105
8, 0.014341, 1.301331
8, 0.015736, 1.288316
8, 0.016983, 1.278477
8, 0.016097, 1.385876
8, 0.016770, 1.295696
8, 0.016328, 1.310111
8, 0.015509, 1.313655
8, 0.017386, 1.352899
8, 0.019468, 1.511365
8, 0.018313, 1.406610
8, 0.016623, 1.291405
8, 0.016281, 1.306244
8, 0.016351, 1.387189
8, 0.015704, 1.317708
8, 0.014382, 1.321344
8, 0.017554, 1.293210
#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.017492, 1.316261
8, 0.015163, 1.528085
8, 0.034684, 1.394626
8, 0.015919, 1.322511
8, 0.016903, 1.327775
8, 0.016064, 1.311908
8, 0.016607, 1.324108
8, 0.015949, 1.311103
8, 0.017349, 1.277630
8, 0.016523, 1.428356
8, 0.019105, 1.324620
8, 0.015481, 1.399045
8, 0.016330, 1.322690
8, 0.015734, 1.293778
8, 0.014349, 1.291829
8, 0.016474, 1.270811
8, 0.041449, 1.300263
8, 0.016560, 1.314633
8, 0.016214, 1.470131
8, 0.017951, 1.445215
8, 0.016665, 1.292091
8, 0.015087, 1.271476
8, 0.014580, 1.276874
8, 0.017702, 1.361211
8, 0.015107, 1.295582
8, 0.017216, 1.321658
8, 0.015779, 1.312508
8, 0.015646, 1.321728
8, 0.015365, 1.277154
8, 0.016501, 1.290425
8, 0.015056, 1.292506
8, 0.017542, 1.287418
8, 0.016364, 1.305459
8, 0.016964, 1.318086
8, 0.016401, 1.328780
8, 0.015636, 1.308763
8, 0.016181, 1.616497
8, 0.019500, 1.440027
8, 0.015489, 1.337832
8, 0.017055, 1.326425
8, 0.016536, 1.351739
8, 0.016955, 1.307581
8, 0.014884, 1.317286
8, 0.016926, 1.273760
8, 0.015883, 1.275646
8, 0.016647, 1.289988
8, 0.016082, 1.300634
8, 0.017625, 1.318881
8, 0.016473, 1.297291
8, 0.018324, 1.477207
8, 0.016243, 1.280691
8, 0.015545, 1.293186
8, 0.015846, 1.333580
8, 0.017756, 1.442223
8, 0.018734, 1.556509
8, 0.018491, 1.327683
8, 0.016195, 1.316316
8, 0.017560, 1.298188
8, 0.016640, 1.289452
8, 0.016762, 1.412389
8, 0.016642, 1.282537
8, 0.016469, 1.296452
8, 0.018851, 1.386302
8, 0.015578, 1.309354
8, 0.015512, 1.305688
8, 0.015878, 1.272137
8, 0.016015, 1.283284
8, 0.015594, 1.286482
8, 0.017335, 1.296029
8, 0.016520, 1.316144
8, 0.015897, 1.518271
8, 0.017501, 1.449162
8, 0.015376, 1.267899
8, 0.015828, 1.276768
