#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.004130, 0.044142
5, 0.003001, 0.046963
5, 0.004574, 0.045488
5, 0.003139, 0.043209
5, 0.003538, 0.040138
5, 0.002994, 0.042442
5, 0.002542, 0.038368
5, 0.004084, 0.039818
5, 0.003673, 0.043767
5, 0.002009, 0.041848
5, 0.004094, 0.129786
5, 0.004094, 0.048458
5, 0.003575, 0.041371
5, 0.003060, 0.042602
5, 0.002088, 0.039859
5, 0.002984, 0.037979
5, 0.002989, 0.040269
5, 0.002568, 0.038569
5, 0.003117, 0.039525
5, 0.003047, 0.037886
5, 0.004517, 0.039926
5, 0.003000, 0.041472
5, 0.002130, 0.041578
5, 0.003100, 0.039420
5, 0.003659, 0.039881
5, 0.003439, 0.038314
5, 0.003110, 0.038064
5, 0.003120, 0.037516
5, 0.004914, 0.037661
5, 0.003544, 0.038851
5, 0.003001, 0.040856
5, 0.002550, 0.039421
5, 0.003597, 0.037845
5, 0.002069, 0.040523
5, 0.003231, 0.039982
5, 0.002587, 0.037946
5, 0.004709, 0.038075
5, 0.002099, 0.041746
5, 0.002551, 0.039906
5, 0.002024, 0.040268
5, 0.004069, 0.039547
5, 0.003638, 0.038021
5, 0.002061, 0.038952
5, 0.003318, 0.040031
5, 0.004625, 0.041492
5, 0.003046, 0.038107
5, 0.002513, 0.039951
5, 0.003174, 0.039004
5, 0.003105, 0.039923
5, 0.003605, 0.038032
5, 0.003590, 0.039683
5, 0.004043, 0.039858
5, 0.002532, 0.040778
5, 0.003139, 0.040451
5, 0.003995, 0.040915
5, 0.003538, 0.039113
5, 0.002000, 0.039463
5, 0.003139, 0.039814
5, 0.002553, 0.037484
5, 0.003778, 0.038459
5, 0.002995, 0.041052
5, 0.002993, 0.037675
5, 0.003590, 0.037666
5, 0.002062, 0.038943
5, 0.003396, 0.038118
5, 0.002111, 0.037495
5, 0.004098, 0.042449
5, 0.004046, 0.040212
5, 0.002185, 0.039037
5, 0.003590, 0.039533
5, 0.003192, 0.038965
5, 0.003256, 0.041340
5, 0.002544, 0.040610
5, 0.003414, 0.038042
5, 0.002995, 0.039341
5, 0.002996, 0.040554
5, 0.003022, 0.039491
5, 0.004142, 0.037589
5, 0.003555, 0.037943
5, 0.003001, 0.040251
5, 0.003616, 0.039237
5, 0.003588, 0.040592
5, 0.004060, 0.039037
5, 0.002506, 0.038279
5, 0.003100, 0.040895
5, 0.003010, 0.041870
5, 0.004182, 0.041951
5, 0.002579, 0.041118
5, 0.004001, 0.041071
5, 0.003009, 0.040531
5, 0.003145, 0.039820
5, 0.002496, 0.042005
5, 0.003766, 0.041253
5, 0.003464, 0.043329
5, 0.003057, 0.049284
5, 0.004604, 0.048397
5, 0.003102, 0.049739
5, 0.003076, 0.071526
5, 0.008009, 0.055754
5, 0.004076, 0.052288
