#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.015503, 0.637359
8, 0.016645, 0.630226
8, 0.014708, 0.659521
8, 0.016211, 0.672689
8, 0.017240, 0.655748
8, 0.040956, 0.669070
8, 0.017409, 0.725933
8, 0.018209, 0.631058
8, 0.014441, 0.612583
8, 0.013552, 0.620464
8, 0.016655, 0.622572
8, 0.014571, 0.619821
8, 0.015410, 0.627189
8, 0.014518, 0.633528
8, 0.015190, 0.641162
8, 0.016344, 0.721974
8, 0.014137, 0.662394
8, 0.014593, 0.631251
8, 0.015074, 0.618196
8, 0.014677, 0.624148
8, 0.014164, 0.623953
8, 0.016373, 0.622800
8, 0.014368, 0.618202
8, 0.014240, 0.644693
8, 0.016546, 0.633431
8, 0.014368, 0.615433
8, 0.013701, 0.626724
8, 0.014278, 0.631436
8, 0.013865, 0.654289
8, 0.014393, 0.636495
8, 0.014095, 0.618253
8, 0.014806, 0.628944
8, 0.014646, 0.628082
8, 0.015424, 0.634387
8, 0.016385, 0.624418
8, 0.013762, 0.611448
8, 0.015603, 0.620385
8, 0.016129, 0.615430
8, 0.015405, 0.618477
8, 0.017086, 0.622436
8, 0.015016, 0.614602
8, 0.014791, 0.619959
8, 0.016855, 0.636337
8, 0.018162, 0.613935
8, 0.014033, 0.629220
8, 0.015719, 0.636148
8, 0.013654, 0.625739
8, 0.014331, 0.620717
8, 0.015757, 0.628554
8, 0.014107, 0.616049
8, 0.013413, 0.665140
8, 0.018391, 0.662645
8, 0.016853, 0.621723
8, 0.014555, 0.617036
8, 0.015487, 0.620859
8, 0.014920, 0.647053
8, 0.014423, 0.617871
8, 0.015718, 0.629623
8, 0.017448, 0.623885
8, 0.015224, 0.620510
8, 0.040036, 0.628037
8, 0.016057, 0.619378
8, 0.013688, 0.627856
8, 0.015503, 0.623303
8, 0.016098, 0.618717
8, 0.015471, 0.623494
8, 0.013645, 0.623883
8, 0.017208, 0.621810
8, 0.014540, 0.616750
8, 0.015324, 0.622750
8, 0.017453, 0.628311
8, 0.015088, 0.624739
8, 0.014536, 0.627243
8, 0.015647, 0.633718
8, 0.017721, 0.627977
8, 0.014205, 0.629263
8, 0.014194, 0.632229
8, 0.014663, 0.633942
8, 0.015420, 0.629770
8, 0.015893, 0.613448
8, 0.013531, 0.606751
8, 0.016242, 0.622026
8, 0.015110, 0.620015
8, 0.014291, 0.620078
8, 0.015155, 0.627761
8, 0.015202, 0.684385
8, 0.014650, 0.671039
8, 0.017217, 0.693298
8, 0.018286, 0.645030
8, 0.015464, 0.632348
8, 0.016814, 0.625803
8, 0.015130, 0.618692
8, 0.016057, 0.631184
8, 0.014083, 0.637412
8, 0.014604, 0.624082
8, 0.014741, 0.611821
8, 0.014652, 0.618890
8, 0.015432, 0.612466
8, 0.014313, 0.624398
8, 0.016685, 0.629810
#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.016171, 0.627466
8, 0.015133, 0.627641
8, 0.016443, 0.637006
8, 0.017105, 0.622131
8, 0.014431, 0.645496
8, 0.039640, 0.625990
8, 0.013839, 0.625247
8, 0.018650, 0.635612
8, 0.016640, 0.620950
8, 0.016438, 0.617783
8, 0.014526, 0.692775
8, 0.017164, 0.696672
8, 0.018627, 0.710587
8, 0.015965, 0.617803
8, 0.016580, 0.637537
8, 0.015634, 0.634006
8, 0.014792, 0.638395
8, 0.014321, 0.637814
8, 0.016519, 0.754566
8, 0.017345, 0.656334
8, 0.014046, 0.645096
8, 0.013408, 0.651333
8, 0.016906, 0.644159
8, 0.013990, 0.624066
8, 0.013831, 0.683372
8, 0.019266, 0.683263
8, 0.015347, 0.653850
8, 0.015202, 0.660009
8, 0.017243, 0.699941
8, 0.016619, 0.718555
8, 0.018592, 0.659605
8, 0.014815, 0.660230
8, 0.017011, 0.664489
